sample_id,condition,idea_id,value
narrow_peaked_0150,narrow_peaked,narrow_peaked_idea000,4.0
narrow_peaked_0151,narrow_peaked,narrow_peaked_idea003,2.0
narrow_peaked_0152,narrow_peaked,narrow_peaked_idea000,4.0
narrow_peaked_0153,narrow_peaked,narrow_peaked_idea000,4.0
narrow_peaked_0154,narrow_peaked,narrow_peaked_idea007,4.0
narrow_peaked_0155,narrow_peaked,narrow_peaked_idea006,5.0
narrow_peaked_0156,narrow_peaked,narrow_peaked_idea000,4.0
narrow_peaked_0157,narrow_peaked,narrow_peaked_idea000,4.0
narrow_peaked_0158,narrow_peaked,narrow_peaked_idea004,3.0
narrow_peaked_0159,narrow_peaked,narrow_peaked_idea001,2.0
narrow_peaked_0160,narrow_peaked,narrow_peaked_idea003,2.0
narrow_peaked_0161,narrow_peaked,narrow_peaked_idea000,4.0
narrow_peaked_0162,narrow_peaked,narrow_peaked_idea016,3.0
narrow_peaked_0163,narrow_peaked,narrow_peaked_idea000,4.0
narrow_peaked_0164,narrow_peaked,narrow_peaked_idea001,2.0
narrow_peaked_0165,narrow_peaked,narrow_peaked_idea002,2.0
narrow_peaked_0166,narrow_peaked,narrow_peaked_idea004,3.0
narrow_peaked_0167,narrow_peaked,narrow_peaked_idea035,3.0
narrow_peaked_0168,narrow_peaked,narrow_peaked_idea000,4.0
narrow_peaked_0169,narrow_peaked,narrow_peaked_idea000,4.0
narrow_peaked_0170,narrow_peaked,narrow_peaked_idea000,4.0
narrow_peaked_0171,narrow_peaked,narrow_peaked_idea010,4.0
narrow_peaked_0172,narrow_peaked,narrow_peaked_idea001,2.0
narrow_peaked_0173,narrow_peaked,narrow_peaked_idea024,1.0
narrow_peaked_0174,narrow_peaked,narrow_peaked_idea000,4.0
narrow_peaked_0175,narrow_peaked,narrow_peaked_idea003,2.0
narrow_peaked_0176,narrow_peaked,narrow_peaked_idea009,3.0
narrow_peaked_0177,narrow_peaked,narrow_peaked_idea002,2.0
narrow_peaked_0178,narrow_peaked,narrow_peaked_idea001,2.0
narrow_peaked_0179,narrow_peaked,narrow_peaked_idea012,4.0
narrow_peaked_0180,narrow_peaked,narrow_peaked_idea002,2.0
narrow_peaked_0181,narrow_peaked,narrow_peaked_idea021,4.0
narrow_peaked_0182,narrow_peaked,narrow_peaked_idea000,4.0
narrow_peaked_0183,narrow_peaked,narrow_peaked_idea004,3.0
narrow_peaked_0184,narrow_peaked,narrow_peaked_idea004,3.0
narrow_peaked_0185,narrow_peaked,narrow_peaked_idea021,4.0
narrow_peaked_0186,narrow_peaked,narrow_peaked_idea000,4.0
narrow_peaked_0187,narrow_peaked,narrow_peaked_idea012,4.0
narrow_peaked_0188,narrow_peaked,narrow_peaked_idea006,5.0
narrow_peaked_0189,narrow_peaked,narrow_peaked_idea016,3.0
narrow_peaked_0190,narrow_peaked,narrow_peaked_idea004,3.0
narrow_peaked_0191,narrow_peaked,narrow_peaked_idea002,2.0
narrow_peaked_0192,narrow_peaked,narrow_peaked_idea011,3.0
narrow_peaked_0193,narrow_peaked,narrow_peaked_idea000,4.0
narrow_peaked_0194,narrow_peaked,narrow_peaked_idea000,4.0
narrow_peaked_0195,narrow_peaked,narrow_peaked_idea009,3.0
narrow_peaked_0196,narrow_peaked,narrow_peaked_idea012,4.0
narrow_peaked_0197,narrow_peaked,narrow_peaked_idea013,4.0
narrow_peaked_0198,narrow_peaked,narrow_peaked_idea002,2.0
narrow_peaked_0199,narrow_peaked,narrow_peaked_idea008,3.0
narrow_peaked_0200,narrow_peaked,narrow_peaked_idea007,4.0
narrow_peaked_0201,narrow_peaked,narrow_peaked_idea000,4.0
narrow_peaked_0202,narrow_peaked,narrow_peaked_idea009,3.0
narrow_peaked_0203,narrow_peaked,narrow_peaked_idea031,3.0
narrow_peaked_0204,narrow_peaked,narrow_peaked_idea001,2.0
narrow_peaked_0205,narrow_peaked,narrow_peaked_idea000,4.0
narrow_peaked_0206,narrow_peaked,narrow_peaked_idea003,2.0
narrow_peaked_0207,narrow_peaked,narrow_peaked_idea018,3.0
narrow_peaked_0208,narrow_peaked,narrow_peaked_idea004,3.0
narrow_peaked_0209,narrow_peaked,narrow_peaked_idea032,2.0
narrow_peaked_0210,narrow_peaked,narrow_peaked_idea024,1.0
narrow_peaked_0211,narrow_peaked,narrow_peaked_idea007,4.0
narrow_peaked_0212,narrow_peaked,narrow_peaked_idea007,4.0
narrow_peaked_0213,narrow_peaked,narrow_peaked_idea000,4.0
narrow_peaked_0214,narrow_peaked,narrow_peaked_idea001,2.0
narrow_peaked_0215,narrow_peaked,narrow_peaked_idea012,4.0
narrow_peaked_0216,narrow_peaked,narrow_peaked_idea001,2.0
narrow_peaked_0217,narrow_peaked,narrow_peaked_idea000,4.0
narrow_peaked_0218,narrow_peaked,narrow_peaked_idea000,4.0
narrow_peaked_0219,narrow_peaked,narrow_peaked_idea000,4.0
narrow_peaked_0220,narrow_peaked,narrow_peaked_idea003,2.0
narrow_peaked_0221,narrow_peaked,narrow_peaked_idea024,1.0
narrow_peaked_0222,narrow_peaked,narrow_peaked_idea001,2.0
narrow_peaked_0223,narrow_peaked,narrow_peaked_idea011,3.0
narrow_peaked_0224,narrow_peaked,narrow_peaked_idea000,4.0
narrow_peaked_0225,narrow_peaked,narrow_peaked_idea013,4.0
narrow_peaked_0226,narrow_peaked,narrow_peaked_idea024,1.0
narrow_peaked_0227,narrow_peaked,narrow_peaked_idea002,2.0
narrow_peaked_0228,narrow_peaked,narrow_peaked_idea002,2.0
narrow_peaked_0229,narrow_peaked,narrow_peaked_idea022,4.0
narrow_peaked_0230,narrow_peaked,narrow_peaked_idea000,4.0
narrow_peaked_0231,narrow_peaked,narrow_peaked_idea023,4.0
narrow_peaked_0232,narrow_peaked,narrow_peaked_idea023,4.0
narrow_peaked_0233,narrow_peaked,narrow_peaked_idea030,3.0
narrow_peaked_0234,narrow_peaked,narrow_peaked_idea019,2.0
narrow_peaked_0235,narrow_peaked,narrow_peaked_idea002,2.0
narrow_peaked_0236,narrow_peaked,narrow_peaked_idea006,5.0
narrow_peaked_0237,narrow_peaked,narrow_peaked_idea003,2.0
narrow_peaked_0238,narrow_peaked,narrow_peaked_idea000,4.0
narrow_peaked_0239,narrow_peaked,narrow_peaked_idea037,5.0
narrow_peaked_0240,narrow_peaked,narrow_peaked_idea000,4.0
narrow_peaked_0241,narrow_peaked,narrow_peaked_idea000,4.0
narrow_peaked_0242,narrow_peaked,narrow_peaked_idea025,1.0
narrow_peaked_0243,narrow_peaked,narrow_peaked_idea029,3.0
narrow_peaked_0244,narrow_peaked,narrow_peaked_idea000,4.0
narrow_peaked_0245,narrow_peaked,narrow_peaked_idea039,3.0
narrow_peaked_0246,narrow_peaked,narrow_peaked_idea012,4.0
narrow_peaked_0247,narrow_peaked,narrow_peaked_idea010,4.0
narrow_peaked_0248,narrow_peaked,narrow_peaked_idea003,2.0
narrow_peaked_0249,narrow_peaked,narrow_peaked_idea001,2.0
narrow_peaked_0250,narrow_peaked,narrow_peaked_idea000,4.0
narrow_peaked_0251,narrow_peaked,narrow_peaked_idea001,2.0
narrow_peaked_0252,narrow_peaked,narrow_peaked_idea001,2.0
narrow_peaked_0253,narrow_peaked,narrow_peaked_idea000,4.0
narrow_peaked_0254,narrow_peaked,narrow_peaked_idea000,4.0
narrow_peaked_0255,narrow_peaked,narrow_peaked_idea000,4.0
narrow_peaked_0256,narrow_peaked,narrow_peaked_idea002,2.0
narrow_peaked_0257,narrow_peaked,narrow_peaked_idea010,4.0
narrow_peaked_0258,narrow_peaked,narrow_peaked_idea003,2.0
narrow_peaked_0259,narrow_peaked,narrow_peaked_idea003,2.0
narrow_peaked_0260,narrow_peaked,narrow_peaked_idea011,3.0
narrow_peaked_0261,narrow_peaked,narrow_peaked_idea015,1.0
narrow_peaked_0262,narrow_peaked,narrow_peaked_idea001,2.0
narrow_peaked_0263,narrow_peaked,narrow_peaked_idea004,3.0
narrow_peaked_0264,narrow_peaked,narrow_peaked_idea023,4.0
narrow_peaked_0265,narrow_peaked,narrow_peaked_idea000,4.0
narrow_peaked_0266,narrow_peaked,narrow_peaked_idea004,3.0
narrow_peaked_0267,narrow_peaked,narrow_peaked_idea010,4.0
narrow_peaked_0268,narrow_peaked,narrow_peaked_idea001,2.0
narrow_peaked_0269,narrow_peaked,narrow_peaked_idea009,3.0
narrow_peaked_0270,narrow_peaked,narrow_peaked_idea014,2.0
narrow_peaked_0271,narrow_peaked,narrow_peaked_idea009,3.0
narrow_peaked_0272,narrow_peaked,narrow_peaked_idea003,2.0
narrow_peaked_0273,narrow_peaked,narrow_peaked_idea007,4.0
narrow_peaked_0274,narrow_peaked,narrow_peaked_idea007,4.0
narrow_peaked_0275,narrow_peaked,narrow_peaked_idea001,2.0
narrow_peaked_0276,narrow_peaked,narrow_peaked_idea000,4.0
narrow_peaked_0277,narrow_peaked,narrow_peaked_idea028,4.0
narrow_peaked_0278,narrow_peaked,narrow_peaked_idea002,2.0
narrow_peaked_0279,narrow_peaked,narrow_peaked_idea000,4.0
narrow_peaked_0280,narrow_peaked,narrow_peaked_idea000,4.0
narrow_peaked_0281,narrow_peaked,narrow_peaked_idea001,2.0
narrow_peaked_0282,narrow_peaked,narrow_peaked_idea003,2.0
narrow_peaked_0283,narrow_peaked,narrow_peaked_idea002,2.0
narrow_peaked_0284,narrow_peaked,narrow_peaked_idea001,2.0
narrow_peaked_0285,narrow_peaked,narrow_peaked_idea000,4.0
narrow_peaked_0286,narrow_peaked,narrow_peaked_idea035,3.0
narrow_peaked_0287,narrow_peaked,narrow_peaked_idea000,4.0
narrow_peaked_0288,narrow_peaked,narrow_peaked_idea023,4.0
narrow_peaked_0289,narrow_peaked,narrow_peaked_idea000,4.0
narrow_peaked_0290,narrow_peaked,narrow_peaked_idea002,2.0
narrow_peaked_0291,narrow_peaked,narrow_peaked_idea010,4.0
narrow_peaked_0292,narrow_peaked,narrow_peaked_idea005,3.0
narrow_peaked_0293,narrow_peaked,narrow_peaked_idea007,4.0
narrow_peaked_0294,narrow_peaked,narrow_peaked_idea000,4.0
narrow_peaked_0295,narrow_peaked,narrow_peaked_idea016,3.0
narrow_peaked_0296,narrow_peaked,narrow_peaked_idea005,3.0
narrow_peaked_0297,narrow_peaked,narrow_peaked_idea027,4.0
narrow_peaked_0298,narrow_peaked,narrow_peaked_idea038,3.0
narrow_peaked_0299,narrow_peaked,narrow_peaked_idea009,3.0
